restaurant_name,address,price,smiles,frowns,type1,type2,type3,type4,region,avg_price,simp_type,Districts,DistrictValue,lon,lat
,"Shop 1, 2/F, Shek Wu Hui Municipal Services Building, Sheung Shui",Below $50,1,0,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,7,114.130603,22.501982
,"G/F, No.3 Fu Hing Street, Sheung Shui",$51-$100,3,2,Hong Kong Style,Hot Pot,Chicken Hot Pot,Stir-Fry,Sheung Shui,75,Hong Kong,North,7,114.130603,22.501982
Ying Fat Restaurant,"G/F, 77 San Fung Ave, Sheung Shui",Below $50,4,0,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,7,114.126819,22.504278
,"Shop B, G/F, 104 San Fung Ave, Sheung Shui",Below $50,5,3,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,7,114.126797,22.504431
Tai Hing,"Shop 501, 5/F, Landmark North, 39 Lung Sum Avenue, Sheung Shui",$51-$100,6,3,Hong Kong Style,Chinese BBQ,Tea Restaurant,Food Wise Eateries,Sheung Shui,75,Hong Kong,North,7,114.127894,22.502596
,__________25__,Below $50,4,2,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,7,114.2021549,22.3942295
Trusty Congee King,"Shop 2038,  2/F, Sheung Shui Centre Shopping Arcade, 3 Chi Cheong Road, Sheung Shui",$51-$100,3,1,Hong Kong Style,Noodles/Rice Noodles,Congee,Tea Restaurant,Sheung Shui,75,Hong Kong,North,7,114.129955,22.500872
A 100 Restaurant A100,__________34______,Below $50,7,2,Hong Kong Style,Ramen,Steak House,Tea Restaurant,Sheung Shui,40,Hong Kong,North,7,114.1728422,22.2951702
Perfect Roasted Goose Seafood Restaurant,"1/F, Royal Jubilee Shopping Centre, 88 San Shing Avenue, Shek Wu Hui, Sheung Shui, Sheung Shui",$101-$200,3,0,Hong Kong Style,Hot Pot,Seafood,Dim Sum Restaurant,Sheung Shui,300,Hong Kong,North,7,114.1260991,22.5112008
Daniel's Restaurant,"M/F & G/F, Shop E, 22 Lung Sum Avenue, Sheung Shui",$51-$100,2,0,Hong Kong Style,Tea Restaurant,,,Sheung Shui,75,Hong Kong,North,7,-95.3458546,29.721792
Chui Ming Yung Restaurant,"G/F, 44 San Fat St, Sheung Shui",Below $50,13,7,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,7,114.1271903,22.5031053
Da Viet,"Shop R402, 4/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",$101-$200,4,0,Vietnamese,,,,Sheung Shui,300,Asian,North,7,114.1264568,22.5013326
,"G/F, 28-30 San Kan Street, Sheung Shui",Below $50,2,0,Hong Kong Style,Noodles/Rice Noodles,Congee,Tea Restaurant,Sheung Shui,40,Hong Kong,North,7,114.1279275,22.504048
Dun San,"G/F, 148C Jockey Club Rd, Sheung Shui",Below $50,6,1,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,7,114.1298594,22.5048299
OPPA Korean Restaurant OPPA,"Shop B2, G/F, Mei Sun Building, 4-20 Kau Hui Chik Street, Tai Po",$101-$200,67,5,Korean,Seafood,Roast Meat,,Tai Po,300,Asian,Tai Po,12,114.165013,22.453767
Tomato Club,"G/F, On Lok Building, 1 Mei Sun Lane, Tai Po",$51-$100,84,2,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,75,Hong Kong,Tai Po,12,114.165364,22.452973
Das Bier,"Shop 18A, G/F, Block C, Greenery Plaza, Tai Po",$101-$200,46,1,German,,,,Tai Po,300,Western,Tai Po,12,114.163216,22.452742
so thai so good,"Shop 202, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$51-$100,28,2,Thai,,,,Tai Po,75,Asian,Tai Po,12,114.169484,22.452595
Chan Hon Kee,"G/F, No. 91B Wan Tau Street, Tai Po",$51-$100,169,28,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,75,Hong Kong,Tai Po,12,114.1681935,22.447008
K Square 3 Grill & Bar,"G/F, 1 Chui Wo Lane, Tai Po",$51-$100,28,0,International,Seafood,BBQ,Skewer,Tai Po,75,International,Tai Po,12,114.1643906,22.4524206
Wah Fai Restaurant and Cake Shop,"G/F, 17 Heung Sze Wui Square, Tai Po",Below $50,86,7,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.166433,22.446913
,"Shop 2, Unit 6, G/F., Tai Po Plaza, 1 On Tai Road, Tai Po",Below $50,31,4,Hong Kong Style,Dessert,,,Tai Po,40,Hong Kong,Tai Po,12,114.170445,22.452909
,"G/F, 26 Dai Ming Lane,Tai Po Market, Tai Po",Below $50,148,40,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
,"Shop 2A, Tai Kwong Lane, Tai Po",Below $50,161,6,Hong Kong Style,Sweet Soup,,,Tai Po,40,Hong Kong,Tai Po,12,114.1670178,22.4464647
(),"G/F, 29A Pak Shing Street, Tai Po",Below $50,19,1,Hong Kong Style,Dessert,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.1630869,22.449468
Olive Cafe,"Shop 012A, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$101-$200,30,3,Italian,International,Seafood,Pizza,Tai Po,300,Western,Tai Po,12,114.1694838,22.4525949
,"Shop 6, G/F, Tai Po Plaza Commercial Complex, 1 On Tai Road, Tai Po",$201-$400,15,0,Guangdong,Hot Pot,Dim Sum,Dim Sum Restaurant,Tai Po,150,Hong Kong,Tai Po,12,114.170445,22.452909
Cafe Swan,"Shop 9, Tai Wo Centre, 15 Tai Wo Road, Tai Po",$51-$100,20,1,Western,Bakery,Hamburger,Coffee Shop,Tai Po,75,Western,Tai Po,12,114.1671128,22.3275927
Xi Zhan,"Shop 010, 1/F., Uptown Plaza, 9 Nan Wan Road, Tai Po",Below $50,19,3,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Pataya,__________69__A____,$51-$100,35,7,Thai,BBQ,Skewer,Outdoor,Tai Po,75,Asian,Tai Po,12,114.119859,22.3677374
Power Shell,"Shop 9A1, G/F, Block C, Greenery Plaza, 3 Chui Yi Street, Tai Po",$101-$200,20,3,Hong Kong Style,Hakka,Seafood,Stir-Fry,Tai Po,300,Hong Kong,Tai Po,12,114.163216,22.452742
Cafe Seoul Cafe,"Shop 8, G/F,  Block B, Greenfield Garden , Tai Po",$51-$100,48,7,Korean,,,,Tai Po,75,Asian,Tai Po,12,114.1655064,22.4423218
,"Shop P2, Plover Cove Road Market, 3  Plover Cove Road, Tai Po",Below $50,19,1,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.168056,22.449613
Saizeriya Italian Restaurant,"Shop 423, G/F, Tai Yuen Market, 10 Ting Kok Road, Tai Po",$51-$100,19,3,Italian,Pizza,Western Restaurant,,Tai Po,75,Western,Tai Po,12,114.168172,22.454697
K Square Restaurant & Bar,"Shop No.C, G/F, Sheung On Building, 15 Ting Kok Road, Tai Po",$101-$200,21,4,Western,International,Western Restaurant,Bar,Tai Po,300,Western,Tai Po,12,114.165037,22.4520835
Bahia Restaurant Chung King BBQ,"101 Lung Mei Village, Ting Kok Road, Tai Po",$101-$200,44,9,Sichuan,Buffet,Skewer,BBQ Ground,Tai Po,300,Chinese,Tai Po,12,114.2285509,22.4722602
Chung Shing Thai Restaurant,"G/F, 69 Tai Mei Tuk Village,Ting Kok Road, Tai Po",$101-$200,90,17,Thai,Drivers Friendly Dining,,,Tai Po,300,Asian,Tai Po,12,114.2326144,22.4727445
,"Shop 27-28, G/F, Tai Wo Centre, 24 Tai Wo Road, Tai Po",$101-$200,18,0,Hong Kong Style,Hot Pot,Chicken Hot Pot,,Tai Po,300,Hong Kong,Tai Po,12,114.1675376,22.327281
Tsui Wing,"G/F, Flat 21, Greenery Plaza, Tai Po",$101-$200,6,0,Yunnan,Noodles/Rice Noodles,Chicken Hot Pot,,Tai Po,300,Chinese,Tai Po,12,114.162732,22.4529481
DONDONYA SHOKUDO,"Shop 52B, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,27,4,Japanese,Curry,Udon,Food Wise Eateries,Tai Po,75,Asian,Tai Po,12,114.168707,22.443698
Fairy Tale Cafe,"G/F, 2 Yan Hing Street, Tai Po",$51-$100,15,4,International,All Day Breakfast,,,Tai Po,75,International,Tai Po,12,114.1644531,22.4479465
Man Wah Fish Ball Noodle,"Shop C, G/F, 19 Kwong Fuk Lane, Tai Po",Below $50,28,2,Chiu Chow,Noodles/Rice Noodles,Tea Restaurant,,Tai Po,40,Chinese,Tai Po,12,114.1672341,22.4479441
Rainbow Dessert,"G/F, 84-85 Cheong Wan Centre, Tai Po",Below $50,84,51,Hong Kong Style,Dessert,,,Tai Po,40,Hong Kong,Tai Po,12,114.1660776,22.442115
Asahi Kawa Japanese Casual Restaurant,"Shop D, G/F, 5 Mei Sun Lane, Merit Place, Tai Po",$51-$100,14,0,Japanese,Robatayaki,Sushi/Sashimi,,Tai Po,75,Asian,Tai Po,12,114.1655064,22.4423218
,"CSF27, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,83,12,Hong Kong Style,Dai Pai Dong,Cooked Food Center,,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
Lotus Courtyard Restaurant,"G/F, 43 Fong Ma Po, Lam Tsuen Valley, Tai Po",$201-$400,20,10,Western,Outdoor,Private Kitchen,,Tai Po,150,Western,Tai Po,12,114.1279524,22.4437179
Sweets House Cha Cha,"Shop 273-275, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,13,0,Japanese,Ice Cream/yogurt,Takeaway,,Tai Po,40,Asian,Tai Po,12,114.1694838,22.4525949
Cafe de Country Art,"64B Lung Mei Village, Tai Mei Tuk, Tai Po",$201-$400,35,4,Italian,Wine/Cigar,Pizza,Western Restaurant,Tai Po,150,Western,Tai Po,12,114.2303051,22.4729934
Magic Dessert,"Shop J, G/F, Kwong On Building, 20-26 Wan Tau Street, Tai Po",Below $50,13,1,Hong Kong Style,Dessert,Ice Cream/yogurt,,Tai Po,40,Hong Kong,Tai Po,12,114.168585,22.4471129
Jingle's Oyster + Grill,"Shop 4, G/F, Eightland Gardens, 2 On Chee Road, Tai Po",$51-$100,19,4,International,Wine/Cigar,Seafood,BBQ,Tai Po,75,International,Tai Po,12,114.166355,22.452602
Man Lee,"Shop G15, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,44,2,Hong Kong Style,Food Stall Noodles,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.1706992,22.4539656
SzeTing Grasping Cake,"Shop A, G/F, 103 Kwong Fuk Road, Tai Po",Below $50,9,0,Taiwan,Takeaway,Snack Shop & Deli,,Tai Po,40,Chinese,Tai Po,12,114.1675247,22.4484059
,__________2__8__________1-2____,$51-$100,38,14,Western,Western Restaurant,,,Tai Po,75,Western,Tai Po,12,114.1621494,22.2485475
,"CFS36, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,26,5,Hong Kong Style,Noodles/Rice Noodles,Dai Pai Dong,Cooked Food Center,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
Yum Yea,"Shop 4-5, Yuet Fat Mansion, 9 Kau Hui Chik Street, Tai Po",Below $50,9,0,Hong Kong Style,Taiwanese Drink,Coffee Shop,,Tai Po,40,Hong Kong,Tai Po,12,114.1648885,22.4534594
Sun Ming Fat Restaurant,"G/F, 7 Kwong Fuk Lane,, Tai Po",Below $50,49,1,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.1669713,22.4474491
,"Shop 57, G/F, Tai Po Plaza, 1 On Tai Road, Tai Po",$101-$200,23,2,Japanese,Robatayaki,Sushi/Sashimi,,Tai Po,300,Asian,Tai Po,12,114.170445,22.452909
Baby Q,"Shop A, G/F, Wing Ming Garden, 8 Kau Hui Chik Street, Tai Po",$51-$100,3,0,Hong Kong Style,BBQ,Bar,,Tai Po,75,Hong Kong,Tai Po,12,114.16539,22.4535692
Full Hei Korean Japanese Restaurant,"Shop 20, 1/F, 88 Square, NO.88 Po Heung Street, Tai Po",$101-$200,6,0,Korean,Japanese,All-you-can-eat,,Tai Po,300,Asian,Tai Po,12,114.1666755,22.4481991
,"G/F, 7 Tung Cheung Street, Tai Po",Below $50,40,7,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,12,114.1695736,22.448362
Hachinoheya Japanese Restaurant,"Shop G17, G/F, Fu Shin Shopping Centre, Fu Shin Estate, Tai Po",$51-$100,21,6,Japanese,Ramen,Teppanyaki,Robatayaki,Tai Po,75,Asian,Tai Po,12,114.1655064,22.4423218
Victoria Harbour Restaurant,"Shop 101-102, 2/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,12,5,Hong Kong Style,Hot Pot,Dim Sum,Dim Sum Restaurant,Tai Po,75,Hong Kong,Tai Po,12,114.168707,22.443698
First House,"Shop 4, Nam Shing Court, 19-23 Nam Shing Street, Tai Po",$101-$200,11,1,International,Western Restaurant,,,Tai Po,300,International,Tai Po,12,114.1660049,22.4480173
Wah Lap Restaurant,"G/F, 48 Po Heung St,, Tai Po",Below $50,19,2,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.1660723,22.4474011
,"Shop 35, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",$101-$200,67,18,Guangdong,Seafood,Dai Pai Dong,Cooked Food Center,Tai Po,300,Hong Kong,Tai Po,12,114.1663962,22.4467402
Pizza Hut,"Shop 72-82, 2/F, Tai Po Mega Mall Zone A, 9 On Pong Road, Tai Po",$101-$200,12,11,Italian,Pizza,Takeaway,Western Restaurant,Tai Po,300,Western,Tai Po,12,114.1694838,22.4525949
China House,"Shop 201, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$101-$200,17,5,Shanghai,Seafood,Soup,Stir-Fry,Tai Po,300,Chinese,Tai Po,12,114.1694838,22.4525949
Tai Hing,"Shop 13, G/F, Eightland Gardens, 2 On Chee Road, Tai Po",$51-$100,12,4,Hong Kong Style,Chinese BBQ,Tea Restaurant,Food Wise Eateries,Tai Po,75,Hong Kong,Tai Po,12,114.166355,22.452602
Yat Lok Barbeque Restaurant,"G/F, Block A, Po Wah Building, 5 Tai Ming Lane,, Tai Po",$51-$100,0,17,Guangdong,Chinese BBQ,Stir-Fry,,Tai Po,75,Hong Kong,Tai Po,12,114.1674775,22.4476781
McDonald's,"Shop 57-66, G/F Fortune Plaza, 4 On Chee Road,, Tai Po",Below $50,13,6,American,Hamburger,Fast Food,,Tai Po,40,Western,Tai Po,12,114.167696,22.45262
BBQ Party,"DD17-29, G/F, Ting Kok Road, Tai Po",$101-$200,5,1,Hong Kong Style,BBQ,BBQ Ground,,Tai Po,300,Hong Kong,Tai Po,12,114.1796092,22.4592111
Munch Now,"Shop G&H;, G/F, Po Hong Building, 35-39 Po Heung Street, Tai Po",$101-$200,10,3,International,Pizza,Western Restaurant,,Tai Po,300,International,Tai Po,12,72.0772755,33.532918
Little Egret Restaurant,"G/F, Kerry Lake Egret Nature Park, 2 Hung Lam Road, Tai Po",$201-$400,78,40,Western,Meatless Menu,Western Restaurant,,Tai Po,150,Western,Tai Po,12,114.1889819,22.435986
Jack's Terrazza Ristorante,"G/F, 67 Tai Mei Tuk Village, Ting Kok Road, Tai Po",$101-$200,10,0,Italian,Western Restaurant,Romantic Dining,Special Occasion Dining,Tai Po,300,Western,Tai Po,12,114.2326144,22.4727445
,"Shop 1-6, Fourtune Plaza , 4 On Chee Road, Tai Po",$51-$100,15,2,Guangdong,Chinese BBQ,Stir-Fry,,Tai Po,75,Hong Kong,Tai Po,12,114.167696,22.45262
Kimbap Gallery,"G/F, 17 Nam Shing Street, Tai Po",$51-$100,6,1,Korean,,,,Tai Po,75,Asian,Tai Po,12,114.1659511,22.4480425
Musashino,"Shop 15, G/F, Treasure Garden, 1 On Chee Road, Tai Po",$101-$200,9,2,Japanese,Ramen,Robatayaki,Sushi/Sashimi,Tai Po,300,Asian,Tai Po,12,114.167064,22.45337
,"Shop 2A, 2/F.,Tung Lok Building, 13 Kwong Fuk Lane, Tai Po",$201-$400,5,0,Guangdong,Hakka,Private Kitchen,,Tai Po,150,Hong Kong,Tai Po,12,114.1669255,22.4477602
Chung Kee Dessert,"Shop G66, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,19,6,Hong Kong Style,Dessert,Sweet Soup,,Tai Po,40,Hong Kong,Tai Po,12,114.1706992,22.4539656
McDonald's,"Shop 83-85, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",Below $50,8,2,American,Hamburger,Fast Food,,Tai Po,40,Western,Tai Po,12,114.168707,22.443698
Arome Bakery Room,"Shop 13-14, Tai Po Market MTR Station, Tai Po",Below $50,7,0,Western,Bakery,,,Tai Po,40,Western,Tai Po,12,114.1655064,22.4423218
Cup's Coffee Limited,"Shop 6, G/F, Nam Shing Mansion, 16 Nam Shing Street, Tai Po",Below $50,6,1,Western,Coffee Shop,,,Tai Po,40,Western,Tai Po,12,114.1658124,22.4479351
Backyard Bistro,"Shop A1, G/F Mee Wa Bldg. No 12-18 Wan Tau Street, Tai Po",$101-$200,15,4,Western,Western Restaurant,,,Tai Po,300,Western,Tai Po,12,114.168494,22.446925
Thai Thai Kitchen,"Shop E, G/F, 47 Tai Mei Tuk Chuen, Tai Mei Tuk, Tai Po",$101-$200,43,10,Thai,Seafood,Curry,Skewer,Tai Po,300,Asian,Tai Po,12,114.1655064,22.4423218
Victoria Harbour Roasted Goose Seafood Restaurant,"600 MegaMall, Tai Po",$101-$200,26,5,Guangdong,Seafood,Dim Sum,Seafood Restaurant,Tai Po,300,Hong Kong,Tai Po,12,114.1655064,22.4423218
Tai Mei Tuk Ting Kok BBQ Farm,"DD17-29, G/F, Ting Kok Road, Tai Po",$101-$200,24,4,Hong Kong Style,BBQ,BBQ Ground,,Tai Po,300,Hong Kong,Tai Po,12,114.1796092,22.4592111
,"G/F, 105 Kam Shek New Village, Tai Po",Below $50,13,4,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.1616025,22.4509369
,"CF30, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",$51-$100,26,7,Hong Kong Style,Stir-Fry,Cooked Food Center,,Tai Po,75,Hong Kong,Tai Po,12,114.1663962,22.4467402
,"CFS08-09, 2/F, Tai Po Market Complex, Heung Sze Wui Street,, Tai Po",Below $50,53,4,Hong Kong Style,Dim Sum,Cooked Food Center,,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
Kadoorie Farm and Botanic Garden Sun Garden Cafe,"Inside the Kadoorie Farm, Lam Kam Road, Lam Tsuen, Tai Po",Below $50,6,0,Village Food,Bakery,Vegetarian,Herbal Cuisine,Tai Po,40,Chinese,Tai Po,12,114.1346008,22.4493699
Yuen Kee Noodle,"Shop 82, Fortune Plaza, Tai Po",Below $50,5,3,Guangdong,Noodles/Rice Noodles,Wonton/Dumpling,Tea Restaurant,Tai Po,40,Hong Kong,Tai Po,12,114.1676925,22.452619
Yoshinoya,"Shop nos. 130-133 & 133A, Level 1, Zone B, Tai Po Mega Mall, Tai Po",$51-$100,9,2,Japanese,Fast Food,,,Tai Po,75,Asian,Tai Po,12,NA,NA
,________________51____,Below $50,5,0,Guangdong,Seafood,,,Tai Po,40,Hong Kong,Tai Po,12,-76.1034285,43.4723796
Ping Kee Noodles,"2/F, Tai Po Market Complex, Heung Sze Wui Street,, Tai Po",Below $50,27,8,Hong Kong Style,Noodles/Rice Noodles,Cooked Food Center,,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
,"G/F, Wing Fat Building Block B, 1 Chui Wo Lane, Tai Po",$51-$100,4,0,Japanese,,,,Tai Po,75,Asian,Tai Po,12,114.164496,22.4526135
,"G/F, Block C, Po Wah Building, 9 Tai Ming Lane,Tai Po Market, Tai Po",$51-$100,26,11,Hong Kong Style,Tea Restaurant,,,Tai Po,75,Hong Kong,Tai Po,12,114.1655064,22.4423218
Das Gute,"Level 2, Yata Department Store, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,7,0,Western,Bakery,,,Tai Po,40,Western,Tai Po,12,114.1694838,22.4525949
Tao Heung,"Shop A, G/F & 1/F, Fuller Garden, 8 Chui Lok Street, Tai Po",$101-$200,34,7,Guangdong,Hot Pot,Seafood,Dim Sum,Tai Po,300,Hong Kong,Tai Po,12,-112.032024,33.6099031
,"Shop CFS01&CFS23;, 2/F, Tai Po Market Complex, 8 Heung Sze Wui Street, Tai Po",Below $50,10,2,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,Cooked Food Center,Tai Po,40,Hong Kong,Tai Po,12,NA,NA
Toyama Japanese Restaurant,"Shop 1-4, G/F, La Fontaine, 6 Chui Lok Street, Tai Po",$101-$200,41,25,Japanese,Ramen,Sushi/Sashimi,Udon,Tai Po,300,Asian,Tai Po,12,114.164461,22.452891
,"Shop 71-72, G/F, Tai Po Plaza, 1 On Tai Road, Tai Po",Below $50,7,3,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.170445,22.452909
Luca,"G/F, 64A Lung Mei Tsuen, Ting Kok Road, Tai Po",$201-$400,56,3,Italian,Pizza,Takeaway,Western Restaurant,Tai Po,150,Western,Tai Po,12,114.208774,22.4658213
Kee Wah,"Shop 91, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",Below $50,5,0,Hong Kong Style,Bakery,Chinese Cake,,Tai Po,40,Hong Kong,Tai Po,12,114.168707,22.443698
,"G/F, Mee Wah Building, 12-18 Wan Tau Kok Street, Tai Po",Below $50,8,0,Hong Kong Style,BBQ,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.1683446,22.4460785
,"Session 17, Ting Kok Road, Tai Po",$101-$200,3,0,Hong Kong Style,BBQ,BBQ Ground,,Tai Po,300,Hong Kong,Tai Po,12,114.1652365,22.4523986
Wish House Hakka Chinese Restaurant,"Lam Tsuen Wishing Trees, Tai Po",Below $50,5,2,Hakka,Village Food,Stir-Fry,,Tai Po,40,Chinese,Tai Po,12,114.142399,22.455793
,"G/F, 26-28E Tai Ming Lane, Tai Po Market, Tai Po",Below $50,12,5,Shanghai,Snack Shop & Deli,,,Tai Po,40,Chinese,Tai Po,12,114.1655064,22.4423218
Maxim's Cake Shop,"Shop 6, Tai Po Market MTR Station, Tai Po",Below $50,10,0,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
,"Shop 9, G/F, Mei Lee Building, 30 Kau Hui Chik Street, Tai Po",Below $50,2,0,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,12,114.1651596,22.4543441
Arome Bakery,"Shop 33, G/F, Fortune Plaza, 4 On Chee Road, Tai Po, N.T., Tai Po",Below $50,11,2,Western,Bakery,,,Tai Po,40,Western,Tai Po,12,114.1655064,22.4423218
Lanciano Ristorante,"G/F, 31-33, Yan Hing Street, Tai Po",$101-$200,40,19,Italian,Western Restaurant,,,Tai Po,300,Western,Tai Po,12,114.164071,22.4487146
Amazing Ramen,"Shop E, G/F, Kwong On Building, 20-26 Wan Tau Street, Tai Po",$51-$100,6,4,Japanese,Ramen,,,Tai Po,75,Asian,Tai Po,12,114.168585,22.4471129
Chow Ming Yuen Chiu Chow Noodle Restaurant,"Shop G68, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,13,2,Chiu Chow,Noodles/Rice Noodles,,,Tai Po,40,Chinese,Tai Po,12,114.1706992,22.4539656
Hok Lee,"Shop 6 Jade Plaza Shopping Ctr, Tai Po",Below $50,8,1,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Dor Lee Man,"G/F, 43 Po Heung Street, Tai Po",Below $50,10,0,Hong Kong Style,Vegetarian,Stir-Fry,,Tai Po,40,Hong Kong,Tai Po,12,114.1660226,22.4475954
,"G/F, Shop A2, Mei Sun Building, 4-20 Kau Hui Chik Street, Tai Po",$101-$200,23,3,Chiu Chow,,,,Tai Po,300,Chinese,Tai Po,12,114.165013,22.4537665
,"Shop 1, G/F, Nam Shing Building, 16 Nam Shing Street, Tai Po",Below $50,5,0,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.1658124,22.4479351
,"Shop A, G/F, Tony Court, 6-16 Tung Cheung Street, Tai Po",Below $50,10,2,Japanese,Sushi/Sashimi,,,Tai Po,40,Asian,Tai Po,12,114.169556,22.4480155
Ent Restaurant and Bar,"G/F, 20A Lung Mei Village, Ting Kok Road, Tai Po",$101-$200,6,1,Italian,Mexican,Seafood,Pizza,Tai Po,300,Western,Tai Po,12,114.1796092,22.4592111
Tezukuri No Mise,"Shop 072, 2/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,4,0,Japanese,Dessert,Ice Cream/yogurt,Snack Shop & Deli,Tai Po,40,Asian,Tai Po,12,114.1694838,22.4525949
Calf Bone King,"Shop B1, G/F, Mei Sun Building, 4-20 Kau Hui Chik Street, Tai Po",$101-$200,6,3,Hong Kong Style,Hot Pot,Meatless Menu,Stir-Fry,Tai Po,300,Hong Kong,Tai Po,12,114.165013,22.4537665
,"Shop A1, G/F, Mei Sun Bldg, 4-20 Kau Hui Chik Street, Tai Po",$101-$200,3,0,Sichuan,Hot Pot,Chicken Hot Pot,,Tai Po,300,Chinese,Tai Po,12,114.165013,22.4537665
,"Shop 25D2,  Jade Plaza Shopping Arcade, 3 On Chee Road, Tai Po",Below $50,1,0,Hong Kong Style,Chinese BBQ,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.167647,22.453216
Sai Kee,"2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,28,6,Shanghai,Cooked Food Center,,,Tai Po,40,Chinese,Tai Po,12,114.1663962,22.4467402
Lai Chee Shan Cafe,"G/F, 3 Lai Chee Shan, Tai Po",$51-$100,16,5,Thai,,,,Tai Po,75,Asian,Tai Po,12,114.1596915,22.4487495
Kwong Kee Congee Shop,"Shop 13 Treasure Garden,, Tai Po",Below $50,8,5,Guangdong,Congee,Tea Restaurant,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Domon Sapporo Ramen Domon,"Shop B1B, G/F., Mee Wah Building, 12-18 Wan Tau Street, Tai Po",$51-$100,5,1,Japanese,Ramen,,,Tai Po,75,Asian,Tai Po,12,114.168494,22.446925
Tsui Wah Restaurant,"G/F, Shop 6, Tai Po Plaza, 1 On Tai Road, Tai Po",$51-$100,2,0,Hong Kong Style,Meatless Menu,Tea Restaurant,Food Wise Eateries,Tai Po,75,Hong Kong,Tai Po,12,114.170445,22.452909
1002,"Shop 14, G/F, Treasure Garden, 1 On Chee Road, Tai Po",Below $50,5,3,Taiwan,Noodles/Rice Noodles,Tea Restaurant,,Tai Po,40,Chinese,Tai Po,12,114.167064,22.45337
,"Shop 222B, 2/F, Plover Cove Garden Shopping Centre, 3 Plover Cove Road, Tai Po",Below $50,4,0,Guangdong,Noodles/Rice Noodles,Wonton/Dumpling,Snack Shop & Deli,Tai Po,40,Hong Kong,Tai Po,12,114.168056,22.449613
